"original_idx1","original_idx2","celltype1","celltype2"
449,2225,"cd4memoryt","cd14mono"
449,3680,"cd4memoryt","cd14mono"
449,3827,"cd4memoryt","pdc"
450,3089,"pdc","cd14mono"
451,100,"tactivated","mk"
451,1866,"tactivated","cd4memoryt"
452,1064,"cd14mono","cd4memoryt"
452,6787,"cd14mono","bactivated"
453,5724,"cd4naivet","cd4memoryt"
453,1390,"cd4naivet","cd8t"
454,6893,"cd16mono","cd4memoryt"
454,3674,"cd16mono","cd4memoryt"
455,3658,"cd14mono","cd4memoryt"
455,6832,"cd14mono","nk"
455,874,"cd14mono","cd4memoryt"
456,3016,"cd14mono","dc"
456,2441,"cd14mono","tactivated"
456,7184,"cd14mono","nk"
456,662,"cd14mono","bactivated"
457,1859,"cd14mono","tactivated"
458,4615,"nk","cd8t"
458,1027,"nk","cd8t"
458,4219,"nk","cd14mono"
459,3401,"cd8t","cd4naivet"
460,2784,"cd4memoryt","cd14mono"
461,2937,"cd14mono","nk"
461,2899,"cd14mono","cd4memoryt"
462,1239,"cd14mono","cd4memoryt"
462,5703,"cd14mono","cd4naivet"
462,3837,"cd14mono","cd4naivet"
462,6686,"cd14mono","cd4memoryt"
464,4117,"cd14mono","b"
465,7107,"cd14mono","cd16mono"
465,6706,"cd14mono","cd4naivet"
465,2519,"cd14mono","cd8t"
466,3678,"tactivated","cd4memoryt"
466,3106,"tactivated","cd16mono"
466,120,"tactivated","b"
467,2488,"cd16mono","cd4memoryt"
467,304,"cd16mono","cd14mono"
467,5719,"cd16mono","nk"
468,7106,"b","cd14mono"
468,3687,"b","dc"
468,526,"b","cd14mono"
470,483,"cd8t","cd4naivet"
470,4850,"cd8t","mk"
470,2366,"cd8t","b"
470,1299,"cd8t","cd14mono"
471,1,"cd8t","cd14mono"
472,3364,"cd4naivet","cd14mono"
472,3692,"cd4naivet","cd16mono"
472,262,"cd4naivet","cd14mono"
472,5724,"cd4naivet","cd4memoryt"
474,5042,"cd4memoryt","cd14mono"
474,6313,"cd4memoryt","bactivated"
474,1032,"cd4memoryt","cd8t"
475,4010,"cd14mono","cd4naivet"
475,1354,"cd14mono","nk"
475,3832,"cd14mono","cd16mono"
476,3084,"b","cd14mono"
476,2440,"b","dc"
476,1661,"b","cd4memoryt"
478,1773,"dc","cd14mono"
478,6843,"dc","cd14mono"
478,6569,"dc","cd14mono"
479,3242,"dc","mk"
479,7099,"dc","cd14mono"
482,1199,"cd4memoryt","cd14mono"
483,1343,"cd4naivet","nk"
484,5603,"cd16mono","cd4naivet"
484,6784,"cd16mono","cd14mono"
485,448,"cd4naivet","dc"
485,4732,"cd4naivet","cd14mono"
485,3280,"cd4naivet","cd4memoryt"
488,1150,"cd4naivet","cd16mono"
488,2030,"cd4naivet","dc"
489,3965,"dc","tactivated"
489,1480,"dc","cd14mono"
489,5854,"dc","cd4naivet"
490,5176,"cd4memoryt","cd14mono"
494,1680,"cd4memoryt","cd4naivet"
494,4829,"cd4memoryt","b"
495,5749,"cd14mono","nk"
495,1147,"cd14mono","cd4naivet"
496,4899,"cd4naivet","mk"
496,6276,"cd4naivet","cd14mono"
499,5057,"cd4memoryt","cd8t"
499,2798,"cd4memoryt","cd14mono"
500,6630,"cd4memoryt","cd4naivet"
500,3389,"cd4memoryt","cd14mono"
500,6025,"cd4memoryt","bactivated"
500,4227,"cd4memoryt","cd14mono"
501,2887,"cd4memoryt","cd14mono"
501,759,"cd4memoryt","cd14mono"
501,7429,"cd4memoryt","cd16mono"
502,6769,"nk","cd14mono"
503,3336,"cd16mono","cd14mono"
504,2711,"tactivated","cd14mono"
504,6288,"tactivated","cd14mono"
504,2466,"tactivated","cd4naivet"
505,506,"cd14mono","dc"
505,2139,"cd14mono","cd4naivet"
505,6779,"cd14mono","cd4naivet"
506,4329,"dc","cd8t"
506,7040,"dc","cd14mono"
507,73,"cd4memoryt","tactivated"
507,1867,"cd4memoryt","tactivated"
507,3583,"cd4memoryt","b"
508,5708,"cd4memoryt","dc"
508,7365,"cd4memoryt","cd14mono"
508,2346,"cd4memoryt","cd14mono"
509,6443,"bactivated","cd4naivet"
510,6506,"dc","cd4naivet"
510,2888,"dc","cd16mono"
511,3416,"cd4naivet","cd16mono"
511,1396,"cd4naivet","cd14mono"
511,4484,"cd4naivet","nk"
512,4290,"b","cd14mono"
512,2919,"b","tactivated"
513,5911,"cd14mono","dc"
513,5744,"cd14mono","mk"
514,7283,"cd14mono","nk"
514,4685,"cd14mono","cd16mono"
515,400,"cd4memoryt","tactivated"
515,6018,"cd4memoryt","tactivated"
515,3924,"cd4memoryt","cd14mono"
515,1668,"cd4memoryt","cd4naivet"
515,6458,"cd4memoryt","cd16mono"
516,1325,"cd16mono","nk"
516,5330,"cd16mono","cd8t"
516,5155,"cd16mono","b"
517,4520,"cd4memoryt","dc"
517,1933,"cd4memoryt","tactivated"
517,378,"cd4memoryt","cd14mono"
518,6044,"cd14mono","cd8t"
518,683,"cd14mono","cd16mono"
518,278,"cd14mono","b"
519,1123,"cd4naivet","cd14mono"
519,2293,"cd4naivet","cd14mono"
520,4798,"tactivated","b"
521,4576,"tactivated","cd14mono"
525,7399,"cd14mono","cd4naivet"
527,458,"cd14mono","nk"
528,5569,"tactivated","cd8t"
528,2322,"tactivated","cd4naivet"
528,1384,"tactivated","cd4memoryt"
528,120,"tactivated","b"
528,4333,"tactivated","cd14mono"
530,5359,"cd4memoryt","cd14mono"
530,6129,"cd4memoryt","cd8t"
530,2522,"cd4memoryt","cd4naivet"
531,1149,"cd4naivet","cd4memoryt"
531,1185,"cd4naivet","cd14mono"
531,7178,"cd4naivet","cd16mono"
534,4884,"dc","cd4naivet"
534,7385,"dc","cd14mono"
534,7203,"dc","eryth"
534,5992,"dc","cd14mono"
534,6568,"dc","tactivated"
535,3469,"cd4memoryt","cd4naivet"
535,187,"cd4memoryt","cd14mono"
537,101,"b","cd16mono"
537,2101,"b","cd4memoryt"
537,5081,"b","cd4memoryt"
537,2497,"b","cd8t"
537,102,"b","cd8t"
538,1668,"cd4memoryt","cd4naivet"
539,2455,"cd16mono","cd4naivet"
539,3730,"cd16mono","cd14mono"
539,3281,"cd16mono","mk"
542,206,"cd4memoryt","tactivated"
543,3409,"cd14mono","cd4naivet"
544,5201,"cd14mono","nk"
544,5703,"cd14mono","cd4naivet"
545,6757,"nk","cd14mono"
545,3829,"nk","cd14mono"
545,2228,"nk","cd14mono"
547,5129,"cd16mono","cd4naivet"
548,5002,"b","cd4naivet"
548,4545,"b","cd14mono"
549,66,"cd16mono","cd8t"
549,784,"cd16mono","cd4naivet"
550,6011,"tactivated","cd14mono"
550,688,"tactivated","cd16mono"
550,3162,"tactivated","cd14mono"
550,6883,"tactivated","bactivated"
551,5516,"cd4naivet","cd4memoryt"
551,5949,"cd4naivet","dc"
552,3192,"cd14mono","cd16mono"
554,6405,"cd8t","dc"
554,4933,"cd8t","cd4naivet"
555,6984,"cd4naivet","cd14mono"
556,4216,"cd4memoryt","cd14mono"
556,2124,"cd4memoryt","bactivated"
558,5092,"cd14mono","cd4memoryt"
558,5504,"cd14mono","cd4naivet"
558,868,"cd14mono","cd16mono"
559,6135,"cd14mono","cd4memoryt"
559,2895,"cd14mono","nk"
559,6719,"cd14mono","cd4naivet"
559,6946,"cd14mono","tactivated"
560,1918,"nk","cd4naivet"
560,3369,"nk","cd14mono"
561,7384,"cd14mono","cd4naivet"
562,5728,"cd4memoryt","tactivated"
562,2722,"cd4memoryt","cd14mono"
562,5713,"cd4memoryt","cd14mono"
564,1032,"tactivated","cd8t"
564,2772,"tactivated","cd14mono"
564,7009,"tactivated","b"
565,7370,"b","cd14mono"
565,803,"b","cd14mono"
565,3023,"b","cd4naivet"
565,7419,"b","cd14mono"
566,2510,"cd14mono","cd16mono"
566,677,"cd14mono","dc"
566,6507,"cd14mono","cd4naivet"
566,7399,"cd14mono","cd4naivet"
567,6392,"cd4naivet","cd14mono"
567,1715,"cd4naivet","cd14mono"
567,4991,"cd4naivet","mk"
567,2723,"cd4naivet","cd14mono"
567,3057,"cd4naivet","cd8t"
568,6980,"eryth","cd14mono"
568,2390,"eryth","cd4naivet"
568,3625,"eryth","nk"
568,2615,"eryth","cd4naivet"
568,1132,"eryth","cd4memoryt"
570,4026,"cd14mono","cd4naivet"
571,3204,"nk","cd4memoryt"
571,7389,"nk","tactivated"
573,465,"dc","cd14mono"
573,1710,"dc","cd4memoryt"
573,1433,"dc","cd4memoryt"
573,5214,"dc","cd14mono"
574,4030,"b","cd4naivet"
574,6218,"b","cd8t"
574,6075,"b","cd14mono"
575,2396,"cd4memoryt","cd16mono"
575,6514,"cd4memoryt","cd14mono"
575,3455,"cd4memoryt","dc"
575,7183,"cd4memoryt","cd14mono"
575,1620,"cd4memoryt","cd16mono"
576,397,"cd4naivet","cd14mono"
578,466,"cd14mono","tactivated"
579,1114,"cd4memoryt","cd4naivet"
579,4520,"cd4memoryt","dc"
580,1350,"cd4naivet","cd4memoryt"
580,6288,"cd4naivet","cd14mono"
580,160,"cd4naivet","cd8t"
581,3414,"cd16mono","cd14mono"
582,723,"tactivated","pdc"
582,3162,"tactivated","cd14mono"
585,512,"cd14mono","b"
586,3304,"cd14mono","dc"
586,4076,"cd14mono","cd4naivet"
587,4339,"cd16mono","b"
590,6444,"cd14mono","cd4naivet"
590,5938,"cd14mono","cd4memoryt"
590,868,"cd14mono","cd16mono"
591,3084,"b","cd14mono"
591,2440,"b","dc"
591,4239,"b","dc"
592,6050,"cd4memoryt","cd16mono"
592,2409,"cd4memoryt","cd4naivet"
592,359,"cd4memoryt","cd14mono"
593,5947,"cd8t","b"
593,5233,"cd8t","cd14mono"
593,3894,"cd8t","cd4naivet"
593,3570,"cd8t","cd16mono"
593,5981,"cd8t","cd14mono"
594,3775,"cd4naivet","cd14mono"
594,4548,"cd4naivet","cd14mono"
594,7121,"cd4naivet","tactivated"
595,3583,"cd8t","b"
595,1602,"cd8t","b"
595,7055,"cd8t","tactivated"
597,2397,"cd4memoryt","cd14mono"
597,4926,"cd4memoryt","cd14mono"
597,3426,"cd4memoryt","nk"
597,6764,"cd4memoryt","cd14mono"
598,6032,"nk","cd4memoryt"
599,1584,"cd14mono","nk"
599,4083,"cd14mono","cd4memoryt"
599,251,"cd14mono","cd8t"
600,3080,"cd4memoryt","cd14mono"
601,1749,"cd14mono","tactivated"
603,4996,"cd14mono","nk"
603,186,"cd14mono","cd8t"
603,2408,"cd14mono","cd8t"
605,6147,"cd4naivet","tactivated"
605,4305,"cd4naivet","cd16mono"
605,1442,"cd4naivet","b"
605,3193,"cd4naivet","cd14mono"
606,6216,"b","cd4memoryt"
608,845,"cd14mono","cd16mono"
608,5838,"cd14mono","dc"
610,4749,"nk","tactivated"
610,6381,"nk","cd4memoryt"
610,2931,"nk","bactivated"
610,735,"nk","cd16mono"
614,4823,"cd4memoryt","bactivated"
614,1983,"cd4memoryt","cd4naivet"
614,5296,"cd4memoryt","cd8t"
615,5495,"cd4memoryt","mk"
615,2921,"cd4memoryt","bactivated"
615,6025,"cd4memoryt","bactivated"
616,6869,"cd14mono","mk"
616,837,"cd14mono","nk"
616,3492,"cd14mono","b"
616,6464,"cd14mono","tactivated"
617,1200,"cd4naivet","cd16mono"
617,213,"cd4naivet","mk"
617,6152,"cd4naivet","cd14mono"
618,570,"cd8t","cd14mono"
618,3894,"cd8t","cd4naivet"
618,6378,"cd8t","cd14mono"
621,151,"cd4naivet","b"
623,268,"mk","cd4memoryt"
624,6185,"cd8t","nk"
624,5323,"cd8t","bactivated"
624,4077,"cd8t","cd4memoryt"
624,194,"cd8t","bactivated"
625,6627,"cd4memoryt","cd4naivet"
625,51,"cd4memoryt","cd14mono"
625,7179,"cd4memoryt","cd14mono"
625,4182,"cd4memoryt","bactivated"
625,2094,"cd4memoryt","cd14mono"
626,1242,"cd16mono","cd14mono"
627,2352,"cd14mono","cd16mono"
627,6521,"cd14mono","b"
627,810,"cd14mono","nk"
627,6464,"cd14mono","tactivated"
629,5344,"cd14mono","cd8t"
631,5902,"cd14mono","tactivated"
636,817,"cd14mono","cd4naivet"
637,5957,"cd4naivet","cd8t"
637,4163,"cd4naivet","cd14mono"
638,7011,"b","cd8t"
638,1315,"b","cd14mono"
638,3962,"b","cd14mono"
639,5679,"cd14mono","nk"
639,1904,"cd14mono","cd8t"
639,3200,"cd14mono","bactivated"
639,7002,"cd14mono","b"
639,6187,"cd14mono","cd16mono"
640,6673,"cd14mono","cd4naivet"
640,5342,"cd14mono","cd16mono"
640,142,"cd14mono","cd4memoryt"
643,4383,"cd16mono","cd4naivet"
643,6968,"cd16mono","cd14mono"
643,6990,"cd16mono","cd14mono"
643,3228,"cd16mono","cd4naivet"
644,297,"cd16mono","cd4memoryt"
644,1753,"cd16mono","cd4naivet"
644,3526,"cd16mono","cd4naivet"
645,5760,"cd4naivet","cd14mono"
645,3928,"cd4naivet","cd14mono"
645,4987,"cd4naivet","cd14mono"
646,4887,"cd4memoryt","nk"
649,6611,"cd14mono","cd16mono"
649,6675,"cd14mono","cd16mono"
650,7273,"cd14mono","cd4naivet"
650,1047,"cd14mono","cd4naivet"
650,6497,"cd14mono","b"
653,4422,"cd4naivet","dc"
653,1473,"cd4naivet","cd8t"
653,7008,"cd4naivet","cd14mono"
654,2729,"b","cd16mono"
654,2610,"b","cd4memoryt"
655,4132,"cd14mono","nk"
655,6999,"cd14mono","cd4naivet"
655,1327,"cd14mono","bactivated"
655,3994,"cd14mono","cd4memoryt"
658,5814,"cd14mono","bactivated"
658,3261,"cd14mono","cd4naivet"
658,1797,"cd14mono","tactivated"
660,5591,"nk","cd4naivet"
660,1924,"nk","cd4naivet"
660,4667,"nk","cd14mono"
660,6158,"nk","tactivated"
660,1291,"nk","cd4memoryt"
661,826,"cd8t","cd14mono"
661,3894,"cd8t","cd4naivet"
661,5441,"cd8t","cd4naivet"
661,5430,"cd8t","cd4naivet"
661,791,"cd8t","b"
662,46,"bactivated","cd4memoryt"
662,5809,"bactivated","dc"
663,1053,"cd14mono","cd4naivet"
664,4658,"cd4memoryt","tactivated"
665,5523,"tactivated","cd4memoryt"
666,4616,"cd4memoryt","cd4naivet"
667,3232,"cd4naivet","cd16mono"
667,3569,"cd4naivet","b"
668,14,"cd14mono","cd8t"
669,2869,"cd14mono","cd8t"
669,7302,"cd14mono","dc"
671,4297,"cd4naivet","dc"
672,6116,"cd16mono","cd14mono"
672,1665,"cd16mono","cd14mono"
676,56,"cd14mono","cd4naivet"
676,1453,"cd14mono","bactivated"
676,1796,"cd14mono","cd4naivet"
677,3185,"dc","cd4naivet"
677,6568,"dc","tactivated"
677,7385,"dc","cd14mono"
678,2978,"dc","tactivated"
679,2897,"cd14mono","nk"
679,2609,"cd14mono","cd4naivet"
680,7218,"tactivated","cd4naivet"
681,1243,"cd14mono","dc"
681,904,"cd14mono","dc"
682,4898,"cd4memoryt","tactivated"
682,1071,"cd4memoryt","cd8t"
683,132,"cd16mono","cd14mono"
687,4265,"bactivated","cd14mono"
687,3210,"bactivated","cd16mono"
688,6214,"cd16mono","cd14mono"
689,1942,"cd14mono","b"
690,1669,"cd14mono","cd16mono"
690,2754,"cd14mono","nk"
691,6179,"tactivated","cd14mono"
691,3856,"tactivated","cd16mono"
691,2279,"tactivated","cd16mono"
692,2945,"cd14mono","cd4naivet"
692,6359,"cd14mono","cd4memoryt"
693,7138,"cd4naivet","cd16mono"
693,5884,"cd4naivet","cd14mono"
694,4689,"cd4naivet","b"
694,4022,"cd4naivet","cd4memoryt"
695,3411,"cd14mono","cd16mono"
695,1433,"cd14mono","cd4memoryt"
695,1942,"cd14mono","b"
695,129,"cd14mono","cd8t"
696,3674,"cd16mono","cd4memoryt"
696,2773,"cd16mono","cd4naivet"
696,6293,"cd16mono","tactivated"
697,656,"bactivated","dc"
698,4269,"b","bactivated"
698,2440,"b","dc"
699,2088,"cd14mono","cd4naivet"
699,3832,"cd14mono","cd16mono"
700,753,"cd14mono","b"
701,3936,"bactivated","cd4naivet"
701,1641,"bactivated","cd14mono"
701,1685,"bactivated","cd4memoryt"
703,7043,"cd16mono","cd4memoryt"
703,2471,"cd16mono","cd14mono"
703,5063,"cd16mono","cd14mono"
704,1661,"b","cd4memoryt"
704,3298,"b","tactivated"
707,1336,"tactivated","cd14mono"
707,3501,"tactivated","cd14mono"
708,7428,"cd14mono","cd4naivet"
710,3147,"tactivated","dc"
711,6678,"cd4memoryt","b"
712,190,"cd4naivet","nk"
712,5651,"cd4naivet","cd14mono"
713,5039,"bactivated","cd4memoryt"
713,239,"bactivated","cd14mono"
714,2353,"cd14mono","cd4memoryt"
714,4611,"cd14mono","nk"
715,2370,"cd16mono","cd4memoryt"
716,4465,"cd14mono","nk"
716,7332,"cd14mono","cd16mono"
719,4468,"cd4memoryt","cd4naivet"
720,4799,"cd4naivet","cd8t"
720,3775,"cd4naivet","cd14mono"
720,5795,"cd4naivet","cd14mono"
721,2354,"cd4memoryt","nk"
721,1724,"cd4memoryt","b"
722,2723,"cd4naivet","cd14mono"
722,2809,"cd4naivet","bactivated"
722,961,"cd4naivet","cd4memoryt"
722,5424,"cd4naivet","cd4memoryt"
722,1713,"cd4naivet","nk"
723,649,"pdc","cd14mono"
725,4046,"cd14mono","b"
727,2165,"cd4naivet","cd14mono"
727,4961,"cd4naivet","cd14mono"
730,6816,"cd14mono","mk"
731,2361,"cd4naivet","cd14mono"
731,1812,"cd4naivet","dc"
731,2363,"cd4naivet","nk"
734,2558,"dc","cd4naivet"
735,5269,"cd16mono","cd4naivet"
735,1181,"cd16mono","bactivated"
735,3121,"cd16mono","cd4memoryt"
735,228,"cd16mono","cd14mono"
735,2158,"cd16mono","cd14mono"
736,4714,"cd16mono","cd4memoryt"
736,4118,"cd16mono","cd14mono"
736,2761,"cd16mono","cd14mono"
737,597,"cd14mono","cd4memoryt"
737,7226,"cd14mono","cd8t"
740,6675,"cd14mono","cd16mono"
740,2551,"cd14mono","cd16mono"
740,3886,"cd14mono","b"
740,6611,"cd14mono","cd16mono"
741,7213,"cd4naivet","cd14mono"
741,2930,"cd4naivet","cd14mono"
741,1570,"cd4naivet","cd4memoryt"
741,3853,"cd4naivet","cd14mono"
741,1832,"cd4naivet","tactivated"
742,5948,"cd4memoryt","cd14mono"
744,5566,"cd14mono","tactivated"
744,6528,"cd14mono","cd4naivet"
746,7283,"cd14mono","nk"
748,5975,"cd4naivet","mk"
748,4593,"cd4naivet","cd14mono"
748,5966,"cd4naivet","cd4memoryt"
748,6103,"cd4naivet","cd16mono"
749,4667,"nk","cd14mono"
749,1761,"nk","tactivated"
749,315,"nk","cd4naivet"
749,6158,"nk","tactivated"
752,6966,"cd16mono","cd14mono"
753,3023,"b","cd4naivet"
753,2704,"b","cd4memoryt"
754,6674,"cd4memoryt","cd14mono"
756,3569,"cd4naivet","b"
756,510,"cd4naivet","dc"
756,5889,"cd4naivet","nk"
758,355,"cd14mono","cd8t"
759,7364,"cd14mono","cd4naivet"
759,3542,"cd14mono","cd16mono"
760,6818,"cd14mono","pdc"
761,6453,"cd14mono","cd4naivet"
763,6432,"nk","cd14mono"
763,7389,"nk","tactivated"
763,1027,"nk","cd8t"
763,1308,"nk","cd4memoryt"
764,1246,"cd4naivet","cd8t"
764,5822,"cd4naivet","nk"
765,2676,"tactivated","cd14mono"
765,2774,"tactivated","cd8t"
765,4708,"tactivated","cd4memoryt"
766,6476,"nk","cd4naivet"
766,5291,"nk","cd14mono"
766,1893,"nk","cd8t"
767,4540,"cd8t","b"
767,4939,"cd8t","cd4naivet"
768,2714,"cd14mono","b"
769,7027,"bactivated","cd16mono"
769,5391,"bactivated","cd14mono"
772,3530,"nk","cd8t"
772,1999,"nk","tactivated"
773,6599,"cd4naivet","cd4memoryt"
775,1954,"cd14mono","cd4memoryt"
776,795,"cd14mono","cd4memoryt"
777,5825,"cd4naivet","cd14mono"
777,3356,"cd4naivet","cd14mono"
778,4514,"bactivated","cd14mono"
778,4176,"bactivated","cd4naivet"
778,3936,"bactivated","cd4naivet"
781,1567,"nk","cd14mono"
782,1770,"cd16mono","dc"
784,6985,"cd4naivet","cd4memoryt"
784,675,"cd4naivet","mk"
784,1268,"cd4naivet","cd4memoryt"
784,3898,"cd4naivet","cd4memoryt"
785,3007,"cd4naivet","cd4memoryt"
785,5285,"cd4naivet","cd16mono"
785,3529,"cd4naivet","cd14mono"
786,7169,"cd14mono","cd4naivet"
786,6042,"cd14mono","cd4memoryt"
787,1014,"cd14mono","nk"
787,2072,"cd14mono","cd4naivet"
787,1934,"cd14mono","cd4naivet"
788,7072,"cd4naivet","cd16mono"
788,3775,"cd4naivet","cd14mono"
788,6102,"cd4naivet","cd14mono"
789,36,"nk","cd16mono"
790,1082,"cd4memoryt","b"
790,5090,"cd4memoryt","cd14mono"
790,3782,"cd4memoryt","bactivated"
791,4946,"b","cd4naivet"
791,4346,"b","tactivated"
792,6656,"cd16mono","cd4memoryt"
792,141,"cd16mono","bactivated"
792,3351,"cd16mono","cd4memoryt"
792,63,"cd16mono","b"
793,5921,"cd4naivet","cd14mono"
793,6298,"cd4naivet","cd4memoryt"
794,6965,"cd4memoryt","cd16mono"
794,2225,"cd4memoryt","cd14mono"
794,5662,"cd4memoryt","cd16mono"
795,6188,"cd4memoryt","cd14mono"
795,1315,"cd4memoryt","cd14mono"
795,2268,"cd4memoryt","cd16mono"
796,7226,"cd14mono","cd8t"
796,3615,"cd14mono","nk"
796,21,"cd14mono","cd8t"
797,7280,"cd14mono","cd16mono"
798,5311,"dc","cd4naivet"
799,6971,"cd14mono","dc"
800,82,"cd4naivet","tactivated"
800,1388,"cd4naivet","tactivated"
800,5651,"cd4naivet","cd14mono"
801,1772,"cd16mono","cd4memoryt"
801,6773,"cd16mono","cd14mono"
802,982,"bactivated","cd16mono"
802,4265,"bactivated","cd14mono"
802,5858,"bactivated","cd14mono"
803,4463,"cd14mono","tactivated"
804,1309,"tactivated","cd4naivet"
804,4467,"tactivated","cd4naivet"
804,6724,"tactivated","cd4naivet"
804,5994,"tactivated","cd8t"
805,2279,"tactivated","cd16mono"
805,4072,"tactivated","nk"
805,6006,"tactivated","cd4naivet"
805,7246,"tactivated","bactivated"
806,4647,"cd14mono","tactivated"
806,7380,"cd14mono","cd16mono"
806,912,"cd14mono","mk"
808,6488,"cd8t","b"
808,6792,"cd8t","bactivated"
808,1467,"cd8t","cd4memoryt"
808,4503,"cd8t","cd4naivet"
810,3265,"nk","bactivated"
810,4354,"nk","cd8t"
810,5088,"nk","tactivated"
810,1761,"nk","tactivated"
812,2251,"cd14mono","cd8t"
812,5655,"cd14mono","tactivated"
812,3634,"cd14mono","dc"
813,58,"cd4naivet","mk"
813,5921,"cd4naivet","cd14mono"
813,98,"cd4naivet","b"
813,3009,"cd4naivet","cd14mono"
815,4923,"cd4memoryt","cd14mono"
816,6530,"cd4naivet","b"
816,4198,"cd4naivet","nk"
817,5457,"cd4naivet","cd4memoryt"
817,3039,"cd4naivet","cd16mono"
817,5733,"cd4naivet","tactivated"
818,2358,"tactivated","mk"
818,5206,"tactivated","cd16mono"
818,1651,"tactivated","cd4naivet"
819,201,"nk","cd14mono"
819,5239,"nk","cd16mono"
820,3980,"cd4naivet","cd8t"
820,2163,"cd4naivet","cd14mono"
820,913,"cd4naivet","cd14mono"
823,154,"cd14mono","b"
824,5320,"pdc","cd8t"
824,6459,"pdc","cd14mono"
824,1216,"pdc","dc"
824,664,"pdc","cd4memoryt"
824,3133,"pdc","tactivated"
825,1850,"cd4memoryt","eryth"
825,5084,"cd4memoryt","cd4naivet"
826,3606,"cd14mono","cd4naivet"
826,3910,"cd14mono","cd4memoryt"
827,6462,"cd4memoryt","tactivated"
827,1465,"cd4memoryt","cd14mono"
827,2567,"cd4memoryt","cd4naivet"
829,7165,"cd14mono","cd8t"
829,2612,"cd14mono","cd4memoryt"
830,3632,"cd14mono","cd8t"
830,3518,"cd14mono","cd4naivet"
830,7264,"cd14mono","cd4naivet"
830,2799,"cd14mono","nk"
831,5024,"cd4naivet","b"
831,4372,"cd4naivet","cd8t"
831,3429,"cd4naivet","eryth"
831,5704,"cd4naivet","cd16mono"
831,3975,"cd4naivet","cd14mono"
833,3503,"cd14mono","dc"
834,6674,"cd4memoryt","cd14mono"
834,1497,"cd4memoryt","bactivated"
836,513,"cd4memoryt","cd14mono"
837,1518,"nk","cd14mono"
837,3724,"nk","cd14mono"
837,6032,"nk","cd4memoryt"
838,1315,"cd4naivet","cd14mono"
839,5176,"cd4memoryt","cd14mono"
839,5732,"cd4memoryt","cd16mono"
839,2501,"cd4memoryt","cd16mono"
840,942,"cd4naivet","cd4memoryt"
840,1508,"cd4naivet","cd14mono"
840,6114,"cd4naivet","nk"
841,5263,"cd4naivet","cd4memoryt"
842,5672,"cd4memoryt","nk"
844,3831,"cd8t","bactivated"
844,3245,"cd8t","cd14mono"
844,3547,"cd8t","cd4naivet"
845,1790,"cd16mono","cd14mono"
846,5711,"cd4memoryt","cd14mono"
846,6248,"cd4memoryt","cd4naivet"
848,6158,"nk","tactivated"
848,87,"nk","cd4memoryt"
848,1291,"nk","cd4memoryt"
849,1167,"cd8t","dc"
849,5327,"cd8t","cd14mono"
850,2687,"bactivated","nk"
852,3280,"cd4naivet","cd4memoryt"
852,7173,"cd4naivet","cd14mono"
852,6182,"cd4naivet","cd4memoryt"
852,2713,"cd4naivet","cd14mono"
853,2247,"cd4naivet","cd16mono"
853,173,"cd4naivet","cd14mono"
853,369,"cd4naivet","cd14mono"
854,3836,"cd4naivet","cd14mono"
854,7241,"cd4naivet","cd14mono"
854,3544,"cd4naivet","cd14mono"
854,1404,"cd4naivet","nk"
855,2399,"tactivated","cd14mono"
855,5880,"tactivated","cd14mono"
855,2028,"tactivated","mk"
856,5005,"tactivated","cd14mono"
857,7394,"b","cd4naivet"
858,4232,"tactivated","cd4naivet"
858,4106,"tactivated","cd14mono"
858,1465,"tactivated","cd14mono"
859,3374,"cd4memoryt","cd4naivet"
859,7014,"cd4memoryt","cd14mono"
859,3547,"cd4memoryt","cd4naivet"
859,6339,"cd4memoryt","cd14mono"
860,458,"cd14mono","nk"
860,2088,"cd14mono","cd4naivet"
862,3799,"b","tactivated"
863,6611,"cd14mono","cd16mono"
865,6156,"b","pdc"
865,3866,"b","cd14mono"
865,2543,"b","cd4naivet"
866,6960,"cd8t","cd16mono"
868,6880,"cd16mono","cd14mono"
868,1792,"cd16mono","cd4naivet"
868,4078,"cd16mono","eryth"
868,5680,"cd16mono","cd14mono"
868,1269,"cd16mono","nk"
869,6969,"cd4naivet","cd14mono"
871,3226,"b","cd16mono"
872,1547,"cd16mono","cd4memoryt"
872,178,"cd16mono","cd4memoryt"
872,4604,"cd16mono","cd4naivet"
872,6403,"cd16mono","cd4memoryt"
872,602,"cd16mono","b"
874,2348,"cd4memoryt","cd4naivet"
876,3106,"cd4memoryt","cd16mono"
876,5869,"cd4memoryt","cd4naivet"
877,531,"cd8t","cd4naivet"
877,6396,"cd8t","b"
878,5563,"cd8t","cd14mono"
878,4560,"cd8t","cd14mono"
878,5233,"cd8t","cd14mono"
881,6573,"cd14mono","cd4memoryt"
881,6818,"cd14mono","pdc"
881,433,"cd14mono","b"
882,2095,"cd14mono","bactivated"
882,6971,"cd14mono","dc"
883,4200,"dc","cd16mono"
887,2740,"cd16mono","cd4memoryt"
887,6500,"cd16mono","cd4naivet"
887,2633,"cd16mono","cd4naivet"
887,1813,"cd16mono","cd4naivet"
889,78,"cd4memoryt","cd14mono"
889,4912,"cd4memoryt","cd14mono"
890,4913,"cd4naivet","tactivated"
890,5932,"cd4naivet","bactivated"
890,4438,"cd4naivet","cd14mono"
890,4377,"cd4naivet","cd14mono"
892,1927,"cd4naivet","nk"
